feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero
unknown.Clostridiales.Family.XIII..Incertae.Sedis	Case	2a	-1.07036896517163	0.98754329560797	0.278422257189529	Case2a	0.654846279650526	69	15
Barnesiella.intestinihominis	Case	2a	-0.480119227155307	0.54864403185859	0.381518669182469	Case2a	0.760369047761872	69	42
Barnesiella.intestinihominis	Case	3a	-0.389039505241139	0.443179895459551	0.3800324327059	Case3a	0.760369047761872	69	42
Bacteroides.sp.._C.dorei_vulgatus_	Case	3a	-0.149082000385162	0.173843664734288	0.391133477274466	Case3a	0.765798176558428	69	66
Parabacteroides.merdae	Case	3a	0.323679895923753	0.41471779312022	0.435107043505237	Case3a	0.810003034453324	69	38
Actinomyces.sp.._C.ICM58_oral.taxon.172_	Case	2a	0.302095943056196	0.485929456135605	0.53414781340818	Case2a	0.856478390464841	69	30
Anaerostipes.hadrus._C_	Case	3a	-0.167238423276699	0.286293437599353	0.559119135208644	Case3a	0.861846622780175	69	65
Bacteroides.sp.._C.rodentium_uniformis_	Case	3a	0.182330574606638	0.310965758624257	0.5576494072628	Case3a	0.861846622780175	69	63
Oscillibacter.sp..KLE.1728	Case	3a	0.213916514004061	0.358327863038379	0.550517107133715	Case3a	0.861846622780175	69	63
Bilophila.wadsworthia._C_	Case	3a	-0.153092967464395	0.273604932257328	0.575793081461836	Case3a	0.875456510778487	69	50
unknown.Firmicutes	Case	2a	-0.2656948739595	0.483388494680484	0.582558906933352	Case2a	0.883336603447854	69	60
unknown.Bacteria	Case	2a	0.633262597732436	1.35089405659786	0.639231933849389	Case2a	0.916944522077016	69	17
Oscillibacter.sp..ER4	Case	3a	0.163780965937658	0.397749161879356	0.680508392625316	Case3a	0.92742388913171	69	46
Streptococcus.parasanguinis	Case	3a	-0.176102051307649	0.40056472819315	0.66020189023306	Case3a	0.92742388913171	69	46
unknown.Bacteroidales	Case	3a	0.111744264221809	0.266883495126917	0.675434999085951	Case3a	0.92742388913171	69	54
Dialister.invisus	Case	3a	-0.249780457084493	0.613982308253714	0.684139987664867	Case3a	0.928832392012155	69	29
Bacteroides.sp.._C.fragilis_ovatus_	Case	3a	-0.104463640795327	0.286506467662656	0.715401200288794	Case3a	0.93927969355564	69	57
Alistipes.putredinis	Case	3a	-0.0401395305103703	0.236253239058869	0.865088430945356	Case3a	0.999964538321008	69	37
Bacteroidales.gen.._C.Bacteroides.sp._Porphyromonas.sp._Parabacteroides.distasonis_	Case	3a	0.0210650285419339	0.197611359544679	0.915107693184902	Case3a	0.999964538321008	69	59
Bacteroides.xylanisolvens._C_	Case	3a	0.0216035371267278	0.261172045328308	0.934076052454405	Case3a	0.999964538321008	69	57
Bilophila.wadsworthia._C_	Case	2a	-0.0615947608788742	0.311056879329869	0.843031232776753	Case2a	0.999964538321008	69	50
Odoribacter.splanchnicus	Case	3a	-0.0233971838756568	0.168637917302459	0.889653924964638	Case3a	0.999964538321008	69	58
Parabacteroides.merdae	Case	2a	-0.00934830697108845	0.475091735994582	0.98430116134204	Case2a	0.999964538321008	69	38
unknown.Bacteroidales	Case	2a	0.0147324788068439	0.308136788330349	0.961866479766245	Case2a	0.999964538321008	69	54
unknown.Firmicutes	Case	3a	-0.0934603840331828	0.443882763013026	0.833236905250166	Case3a	0.999964538321008	69	60
Acidaminococcus.intestini._C_	Case	2a	-4.40081791673064	NA	NA	Case2a	NA	69	6
Acidaminococcus.intestini._C_	Case	3a	-0.793007684790757	NA	NA	Case3a	NA	69	6
Actinomyces.dentalis	Case	2a	1.45171243478762	NA	NA	Case2a	NA	69	7
Actinomyces.dentalis	Case	3a	1.63392383118455	NA	NA	Case3a	NA	69	7
Actinomyces.graevenitzii	Case	2a	0.0262019033835411	NA	NA	Case2a	NA	69	17
Actinomyces.graevenitzii	Case	3a	-1.09364330193422	NA	NA	Case3a	NA	69	17
Actinomyces.naeslundii	Case	2a	-0.656948196083459	NA	NA	Case2a	NA	69	6
Actinomyces.naeslundii	Case	3a	-0.8494458921792	NA	NA	Case3a	NA	69	6
Actinomyces.odontolyticus._C_	Case	2a	-0.0117592653661789	NA	NA	Case2a	NA	69	42
Actinomyces.odontolyticus._C_	Case	3a	-0.602280617660853	NA	NA	Case3a	NA	69	42
Actinomyces.sp..HPA0247	Case	2a	0.614490624922816	NA	NA	Case2a	NA	69	23
Actinomyces.sp..HPA0247	Case	3a	0.011811701302537	NA	NA	Case3a	NA	69	23
Actinomyces.sp..ICM39	Case	2a	0.344579025813795	NA	NA	Case2a	NA	69	28
Actinomyces.sp..ICM39	Case	3a	-0.88349129593163	NA	NA	Case3a	NA	69	28
Actinomyces.sp..ICM47	Case	2a	-0.774615735078835	NA	NA	Case2a	NA	69	42
Actinomyces.sp..ICM47	Case	3a	-1.44499549602883	NA	NA	Case3a	NA	69	42
Actinomyces.sp..S6.Spd3	Case	2a	1.55465661417313	NA	NA	Case2a	NA	69	7
Actinomyces.sp..S6.Spd3	Case	3a	-0.52829097260723	NA	NA	Case3a	NA	69	7
Actinomyces.sp.._C.oral.taxon.181_ph3_	Case	2a	-1.5914545223527	NA	NA	Case2a	NA	69	6
Actinomyces.sp.._C.oral.taxon.181_ph3_	Case	3a	-1.25070715174428	NA	NA	Case3a	NA	69	6
Actinomyces.viscosus._C_	Case	2a	-0.732596877750039	NA	NA	Case2a	NA	69	16
Actinomyces.viscosus._C_	Case	3a	-1.47329352340909	NA	NA	Case3a	NA	69	16
Adlercreutzia.equolifaciens	Case	2a	-0.166384889321749	NA	NA	Case2a	NA	69	32
Adlercreutzia.equolifaciens	Case	3a	-0.436353388395052	NA	NA	Case3a	NA	69	32
Akkermansia.muciniphila	Case	2a	1.0964247601962	NA	NA	Case2a	NA	69	30
Akkermansia.muciniphila	Case	3a	0.156468559814428	NA	NA	Case3a	NA	69	30
Alistipes.finegoldii._C_	Case	2a	-0.502131579613972	NA	NA	Case2a	NA	69	35
Alistipes.finegoldii._C_	Case	3a	-0.907116848363223	NA	NA	Case3a	NA	69	35
Alistipes.indistinctus	Case	2a	-0.0431167273884528	NA	NA	Case2a	NA	69	21
Alistipes.indistinctus	Case	3a	0.393762280651504	NA	NA	Case3a	NA	69	21
Alistipes.inops	Case	2a	-1.26711107289141	NA	NA	Case2a	NA	69	29
Alistipes.inops	Case	3a	-0.628829255983293	NA	NA	Case3a	NA	69	29
Alistipes.obesi	Case	2a	-0.219394720032103	NA	NA	Case2a	NA	69	48
Alistipes.obesi	Case	3a	0.784181579479785	NA	NA	Case3a	NA	69	48
Alistipes.senegalensis	Case	2a	0.71358024207063	NA	NA	Case2a	NA	69	18
Alistipes.senegalensis	Case	3a	0.887800482521867	NA	NA	Case3a	NA	69	18
Alistipes.shahii	Case	2a	0.102541342284308	NA	NA	Case2a	NA	69	35
Alistipes.shahii	Case	3a	0.525163755910605	NA	NA	Case3a	NA	69	35
Anaerostipes.caccae._C_	Case	2a	1.68663577701491	NA	NA	Case2a	NA	69	9
Anaerostipes.caccae._C_	Case	3a	0.618005295948057	NA	NA	Case3a	NA	69	9
Anaerotruncus.colihominis	Case	2a	1.71132740186986	NA	NA	Case2a	NA	69	21
Anaerotruncus.colihominis	Case	3a	1.39445381878676	NA	NA	Case3a	NA	69	21
Atopobium.parvulum._C_	Case	2a	0.182683202514991	NA	NA	Case2a	NA	69	15
Atopobium.parvulum._C_	Case	3a	-0.757027008591836	NA	NA	Case3a	NA	69	15
Azospirillum.sp..51_20	Case	2a	1.91372139914166	NA	NA	Case2a	NA	69	6
Azospirillum.sp..51_20	Case	3a	-0.484834298946479	NA	NA	Case3a	NA	69	6
Azospirillum.sp..CAG.239	Case	2a	-1.86897591667238	NA	NA	Case2a	NA	69	14
Azospirillum.sp..CAG.239	Case	3a	-1.23950023298107	NA	NA	Case3a	NA	69	14
Bacteroides.caccae	Case	2a	0.200284551607296	NA	NA	Case2a	NA	69	37
Bacteroides.caccae	Case	3a	-0.664290408889648	NA	NA	Case3a	NA	69	37
Bacteroides.clarus	Case	2a	1.39273767380726	NA	NA	Case2a	NA	69	13
Bacteroides.clarus	Case	3a	0.12689471533755	NA	NA	Case3a	NA	69	13
Bacteroides.eggerthii	Case	2a	0.72301613398947	NA	NA	Case2a	NA	69	17
Bacteroides.eggerthii	Case	3a	0.34698174402443	NA	NA	Case3a	NA	69	17
Bacteroides.finegoldii	Case	2a	0.577316108441958	NA	NA	Case2a	NA	69	8
Bacteroides.finegoldii	Case	3a	-7.40658022468769	NA	NA	Case3a	NA	69	8
Bacteroides.fragilis._C_	Case	2a	0.248982571134324	NA	NA	Case2a	NA	69	47
Bacteroides.fragilis._C_	Case	3a	-0.134234191487458	NA	NA	Case3a	NA	69	47
Bacteroides.intestinalis	Case	2a	1.1463389888392	NA	NA	Case2a	NA	69	16
Bacteroides.intestinalis	Case	3a	0.599632640034207	NA	NA	Case3a	NA	69	16
Bacteroides.massiliensis	Case	2a	-0.0558398916865559	NA	NA	Case2a	NA	69	20
Bacteroides.massiliensis	Case	3a	-0.472596253475993	NA	NA	Case3a	NA	69	20
Bacteroides.nordii._C_	Case	2a	1.7364027067638	NA	NA	Case2a	NA	69	23
Bacteroides.nordii._C_	Case	3a	-0.113694309708357	NA	NA	Case3a	NA	69	23
Bacteroides.plebeius	Case	2a	-0.525072655624044	NA	NA	Case2a	NA	69	8
Bacteroides.plebeius	Case	3a	-0.506530563882596	NA	NA	Case3a	NA	69	8
Bacteroides.sp..CAG.144	Case	2a	-0.687820536276761	NA	NA	Case2a	NA	69	11
Bacteroides.sp..CAG.144	Case	3a	1.9529732266252	NA	NA	Case3a	NA	69	11
Bacteroides.sp.._C.cellulosilyticus_timonensis_	Case	2a	0.683554722661107	NA	NA	Case2a	NA	69	17
Bacteroides.sp.._C.cellulosilyticus_timonensis_	Case	3a	0.310339224424587	NA	NA	Case3a	NA	69	17
Bacteroides.stercoris	Case	2a	-0.82373596042607	NA	NA	Case2a	NA	69	20
Bacteroides.stercoris	Case	3a	-1.04247155262521	NA	NA	Case3a	NA	69	20
Bacteroides.thetaiotaomicron._C_	Case	2a	0.206957335447193	NA	NA	Case2a	NA	69	56
Bacteroides.thetaiotaomicron._C_	Case	3a	-0.107092617459981	NA	NA	Case3a	NA	69	56
Bifidobacterium.adolescentis	Case	2a	-3.06827921765023	NA	NA	Case2a	NA	69	37
Bifidobacterium.adolescentis	Case	3a	0.108920746743732	NA	NA	Case3a	NA	69	37
Bifidobacterium.animalis	Case	2a	-0.0739752624835492	NA	NA	Case2a	NA	69	9
Bifidobacterium.animalis	Case	3a	0.628861139114212	NA	NA	Case3a	NA	69	9
Bifidobacterium.bifidum	Case	2a	-1.48249824477682	NA	NA	Case2a	NA	69	21
Bifidobacterium.bifidum	Case	3a	-1.43748811666325	NA	NA	Case3a	NA	69	21
Bifidobacterium.dentium._C_	Case	2a	-0.182533896598782	NA	NA	Case2a	NA	69	13
Bifidobacterium.dentium._C_	Case	3a	-1.06744622610335	NA	NA	Case3a	NA	69	13
Bifidobacterium.longum._C_	Case	2a	0.291197887051845	NA	NA	Case2a	NA	69	50
Bifidobacterium.longum._C_	Case	3a	0.270420410432401	NA	NA	Case3a	NA	69	50
Bifidobacterium.pseudocatenulatum	Case	2a	-0.0992077878214305	NA	NA	Case2a	NA	69	22
Bifidobacterium.pseudocatenulatum	Case	3a	-0.183276243404906	NA	NA	Case3a	NA	69	22
Bifidobacterium.ruminantium	Case	2a	16.0588396157378	NA	NA	Case2a	NA	69	8
Bifidobacterium.ruminantium	Case	3a	-4.03177249466858	NA	NA	Case3a	NA	69	8
Bifidobacterium.sp.._C.catenulatum_kashiwanohense_	Case	2a	-0.363324752063598	NA	NA	Case2a	NA	69	19
Bifidobacterium.sp.._C.catenulatum_kashiwanohense_	Case	3a	-0.614220711293118	NA	NA	Case3a	NA	69	19
Blautia.hansenii._C_	Case	2a	-55.75133560915	NA	NA	Case2a	NA	69	7
Blautia.hansenii._C_	Case	3a	4.51253978137999	NA	NA	Case3a	NA	69	7
Blautia.hydrogenotrophica	Case	2a	0.66469264890334	NA	NA	Case2a	NA	69	13
Blautia.hydrogenotrophica	Case	3a	-0.701802771956414	NA	NA	Case3a	NA	69	13
Blautia.obeum	Case	2a	-0.499654193327474	NA	NA	Case2a	NA	69	61
Blautia.obeum	Case	3a	-0.479557177054715	NA	NA	Case3a	NA	69	61
Blautia.producta	Case	2a	2.23926185169499	NA	NA	Case2a	NA	69	15
Blautia.producta	Case	3a	0.197276947638138	NA	NA	Case3a	NA	69	15
Blautia.sp..KLE.1732	Case	2a	-1.0003072062917	NA	NA	Case2a	NA	69	55
Blautia.sp..KLE.1732	Case	3a	-0.684198652204246	NA	NA	Case3a	NA	69	55
Blautia.wexlerae	Case	2a	0.0923124494683538	NA	NA	Case2a	NA	69	66
Blautia.wexlerae	Case	3a	-0.0191715433470097	NA	NA	Case3a	NA	69	66
Clostridiales.bacterium.VE202.09	Case	2a	3.89431275433327	NA	NA	Case2a	NA	69	6
Clostridiales.bacterium.VE202.09	Case	3a	0.647143400326327	NA	NA	Case3a	NA	69	6
Clostridiales.bacterium.VE202.14	Case	2a	-1.88544115933378	NA	NA	Case2a	NA	69	15
Clostridiales.bacterium.VE202.14	Case	3a	0.00170895280762672	NA	NA	Case3a	NA	69	15
Clostridiales.bacterium.VE202.21	Case	2a	0.281060140948579	NA	NA	Case2a	NA	69	24
Clostridiales.bacterium.VE202.21	Case	3a	0.263533070414916	NA	NA	Case3a	NA	69	24
Clostridium.celatum	Case	2a	-3.37231523977285	NA	NA	Case2a	NA	69	6
Clostridium.celatum	Case	3a	-3.56662437687866	NA	NA	Case3a	NA	69	6
Clostridium.sp..27_14	Case	2a	2.21631967422808	NA	NA	Case2a	NA	69	6
Clostridium.sp..27_14	Case	3a	2.47657285774863	NA	NA	Case3a	NA	69	6
Clostridium.sp..AT4	Case	2a	-1.2818448385046	NA	NA	Case2a	NA	69	15
Clostridium.sp..AT4	Case	3a	-0.317242082297151	NA	NA	Case3a	NA	69	15
Clostridium.sp..ATCC.29733	Case	2a	-0.733352153225544	NA	NA	Case2a	NA	69	26
Clostridium.sp..ATCC.29733	Case	3a	-0.0126765504860226	NA	NA	Case3a	NA	69	26
Clostridium.sp..CAG.127	Case	2a	1.03860306396226	NA	NA	Case2a	NA	69	22
Clostridium.sp..CAG.127	Case	3a	1.0353356004405	NA	NA	Case3a	NA	69	22
Clostridium.sp..CAG.138	Case	2a	0.158422247600211	NA	NA	Case2a	NA	69	20
Clostridium.sp..CAG.138	Case	3a	0.432067639501996	NA	NA	Case3a	NA	69	20
Clostridium.sp..CAG.217	Case	2a	-1.07292891072659	NA	NA	Case2a	NA	69	21
Clostridium.sp..CAG.217	Case	3a	-0.312671273343496	NA	NA	Case3a	NA	69	21
Clostridium.sp..CAG.230	Case	2a	-2.12468360000493	NA	NA	Case2a	NA	69	11
Clostridium.sp..CAG.230	Case	3a	-0.503249820129879	NA	NA	Case3a	NA	69	11
Clostridium.sp..CAG.273	Case	2a	3.32410931373801	NA	NA	Case2a	NA	69	12
Clostridium.sp..CAG.273	Case	3a	0.91983164797365	NA	NA	Case3a	NA	69	12
Clostridium.sp..CAG.302	Case	2a	-39.2840840438277	NA	NA	Case2a	NA	69	7
Clostridium.sp..CAG.302	Case	3a	-2.96304827024766	NA	NA	Case3a	NA	69	7
Clostridium.sp..CAG.306	Case	2a	0.522101334558377	NA	NA	Case2a	NA	69	11
Clostridium.sp..CAG.306	Case	3a	-0.872852498280191	NA	NA	Case3a	NA	69	11
Clostridium.sp..CAG.343	Case	2a	-326.803997441547	NA	NA	Case2a	NA	69	8
Clostridium.sp..CAG.343	Case	3a	-0.980829904181825	NA	NA	Case3a	NA	69	8
Clostridium.sp..CAG.433	Case	2a	65.7635046355451	NA	NA	Case2a	NA	69	6
Clostridium.sp..CAG.433	Case	3a	65.6165478250633	NA	NA	Case3a	NA	69	6
Clostridium.sp..CAG.440	Case	2a	-8.49305000994458	NA	NA	Case2a	NA	69	7
Clostridium.sp..CAG.440	Case	3a	-4.69350566383355	NA	NA	Case3a	NA	69	7
Clostridium.sp..CAG.448	Case	2a	0.456859844234844	NA	NA	Case2a	NA	69	7
Clostridium.sp..CAG.448	Case	3a	0.405583238970634	NA	NA	Case3a	NA	69	7
Clostridium.sp..CAG.678	Case	2a	44.5371164210597	NA	NA	Case2a	NA	69	6
Clostridium.sp..CAG.678	Case	3a	10.428422390053	NA	NA	Case3a	NA	69	6
Clostridium.sp..JCC	Case	2a	-2.39854471286531	NA	NA	Case2a	NA	69	19
Clostridium.sp..JCC	Case	3a	-1.03522476177482	NA	NA	Case3a	NA	69	19
Clostridium.sp..KLE.1755	Case	2a	1.57131641361397	NA	NA	Case2a	NA	69	16
Clostridium.sp..KLE.1755	Case	3a	-0.163855333503517	NA	NA	Case3a	NA	69	16
Clostridium.sp..L2.50	Case	2a	0.19085360083931	NA	NA	Case2a	NA	69	11
Clostridium.sp..L2.50	Case	3a	-0.009730094280664	NA	NA	Case3a	NA	69	11
Coprococcus.comes	Case	2a	-1.16364560633494	NA	NA	Case2a	NA	69	53
Coprococcus.comes	Case	3a	-0.514935695021133	NA	NA	Case3a	NA	69	53
Coprococcus.sp.._C.HPP0074_HPP0048_	Case	2a	0.467025370464287	NA	NA	Case2a	NA	69	13
Coprococcus.sp.._C.HPP0074_HPP0048_	Case	3a	-0.279500510711607	NA	NA	Case3a	NA	69	13
Coriobacteriaceae.bacterium.GD5	Case	2a	1.9657365596577	NA	NA	Case2a	NA	69	7
Coriobacteriaceae.bacterium.GD5	Case	3a	1.84073172346061	NA	NA	Case3a	NA	69	7
Desulfovibrio.piger	Case	2a	0.721503577287336	NA	NA	Case2a	NA	69	8
Desulfovibrio.piger	Case	3a	0.194849369155938	NA	NA	Case3a	NA	69	8
Dielma.fastidiosa._C_	Case	2a	1.61963439865135	NA	NA	Case2a	NA	69	8
Dielma.fastidiosa._C_	Case	3a	-0.665784324055938	NA	NA	Case3a	NA	69	8
Dorea.formicigenerans._C_	Case	2a	-0.41021150547152	NA	NA	Case2a	NA	69	56
Dorea.formicigenerans._C_	Case	3a	-0.465051542647774	NA	NA	Case3a	NA	69	56
Dorea.longicatena	Case	2a	-0.402097702499202	NA	NA	Case2a	NA	69	62
Dorea.longicatena	Case	3a	-0.283460202859432	NA	NA	Case3a	NA	69	62
Eggerthella.lenta._C.Clostridioides.difficile_	Case	2a	0.633932077673628	NA	NA	Case2a	NA	69	52
Eggerthella.lenta._C.Clostridioides.difficile_	Case	3a	-0.161379343919194	NA	NA	Case3a	NA	69	52
Eggerthella.sp..CAG.298	Case	2a	-1.21213673408714	NA	NA	Case2a	NA	69	14
Eggerthella.sp..CAG.298	Case	3a	-1.03435478854414	NA	NA	Case3a	NA	69	14
Enorma.massiliensis	Case	2a	-1.43342100825155	NA	NA	Case2a	NA	69	7
Enorma.massiliensis	Case	3a	-0.0162382171754659	NA	NA	Case3a	NA	69	7
Enterobacteriaceae.sp.._C.Escherichia.coli_Escherichia.fergusonii_Shigella.boydii_Shigella.dysenteriae_Shigella.flexneri_Shigella.sonnei_	Case	2a	-0.509094216770851	NA	NA	Case2a	NA	69	40
Enterobacteriaceae.sp.._C.Escherichia.coli_Escherichia.fergusonii_Shigella.boydii_Shigella.dysenteriae_Shigella.flexneri_Shigella.sonnei_	Case	3a	-1.60533771512548	NA	NA	Case3a	NA	69	40
Erysipelotrichaceae.sp.._C.Coprobacillus_Erysipelatoclostridium.ramosum_	Case	2a	1.15843410767413	NA	NA	Case2a	NA	69	31
Erysipelotrichaceae.sp.._C.Coprobacillus_Erysipelatoclostridium.ramosum_	Case	3a	-0.377820291375636	NA	NA	Case3a	NA	69	31
Eubacterium.ramulus	Case	2a	-0.156639201972742	NA	NA	Case2a	NA	69	46
Eubacterium.ramulus	Case	3a	-0.251585279484218	NA	NA	Case3a	NA	69	46
Eubacterium.sp..3_1_31._C_	Case	2a	-0.452212163161702	NA	NA	Case2a	NA	69	7
Eubacterium.sp..3_1_31._C_	Case	3a	1.25202166975592	NA	NA	Case3a	NA	69	7
Eubacterium.sp..CAG.156	Case	2a	-0.986259220148027	NA	NA	Case2a	NA	69	15
Eubacterium.sp..CAG.156	Case	3a	0.571689296783991	NA	NA	Case3a	NA	69	15
Eubacterium.sp..CAG.202	Case	2a	2.16673685344237	NA	NA	Case2a	NA	69	16
Eubacterium.sp..CAG.202	Case	3a	0.472562978500784	NA	NA	Case3a	NA	69	16
Eubacterium.sp..CAG.274	Case	2a	0.363816861810301	NA	NA	Case2a	NA	69	25
Eubacterium.sp..CAG.274	Case	3a	-1.25807599742021	NA	NA	Case3a	NA	69	25
Eubacterium.sp..CAG.38	Case	2a	-0.999373655563905	NA	NA	Case2a	NA	69	41
Eubacterium.sp..CAG.38	Case	3a	-0.848052944941037	NA	NA	Case3a	NA	69	41
Eubacterium.ventriosum	Case	2a	-0.0323323646252051	NA	NA	Case2a	NA	69	35
Eubacterium.ventriosum	Case	3a	0.079074348714814	NA	NA	Case3a	NA	69	35
Faecalibacterium.prausnitzii	Case	2a	-0.581983478086518	NA	NA	Case2a	NA	69	62
Faecalibacterium.prausnitzii	Case	3a	0.0637826562133144	NA	NA	Case3a	NA	69	62
Faecalitalea.cylindroides	Case	2a	-0.518241586424545	NA	NA	Case2a	NA	69	9
Faecalitalea.cylindroides	Case	3a	-3.6230821192901	NA	NA	Case3a	NA	69	9
Firmicutes.bacterium.ADurb.Bin467	Case	2a	0.154869954078925	NA	NA	Case2a	NA	69	12
Firmicutes.bacterium.ADurb.Bin467	Case	3a	0.714751152759396	NA	NA	Case3a	NA	69	12
Flavonifractor.plautii._C_	Case	2a	0.376869203475012	NA	NA	Case2a	NA	69	59
Flavonifractor.plautii._C_	Case	3a	-0.371748366023037	NA	NA	Case3a	NA	69	59
Gemella.sanguinis	Case	2a	-0.128852730799746	NA	NA	Case2a	NA	69	12
Gemella.sanguinis	Case	3a	-1.57259558830541	NA	NA	Case3a	NA	69	12
Granulicatella.adiacens	Case	2a	-0.0715454785455988	NA	NA	Case2a	NA	69	12
Granulicatella.adiacens	Case	3a	-2.1727300350472	NA	NA	Case3a	NA	69	12
Haemophilus.parainfluenzae	Case	2a	1.20917655830069	NA	NA	Case2a	NA	69	24
Haemophilus.parainfluenzae	Case	3a	-0.138982727798044	NA	NA	Case3a	NA	69	24
Holdemanella.biformis	Case	2a	0.364158702808689	NA	NA	Case2a	NA	69	29
Holdemanella.biformis	Case	3a	0.472427048626322	NA	NA	Case3a	NA	69	29
Holdemania.filiformis	Case	2a	0.375726594435449	NA	NA	Case2a	NA	69	39
Holdemania.filiformis	Case	3a	0.129307337999135	NA	NA	Case3a	NA	69	39
Holdemania.massiliensis	Case	2a	-0.319063034572106	NA	NA	Case2a	NA	69	7
Holdemania.massiliensis	Case	3a	-0.565807558583123	NA	NA	Case3a	NA	69	7
Hungatella.hathewayi	Case	2a	1.43533041736466	NA	NA	Case2a	NA	69	16
Hungatella.hathewayi	Case	3a	0.353450197075302	NA	NA	Case3a	NA	69	16
Intestinibacter.bartlettii	Case	2a	-0.680809605624155	NA	NA	Case2a	NA	69	46
Intestinibacter.bartlettii	Case	3a	-0.618291493998717	NA	NA	Case3a	NA	69	46
Intestinimonas.butyriciproducens	Case	2a	1.04188022338032	NA	NA	Case2a	NA	69	33
Intestinimonas.butyriciproducens	Case	3a	-0.136889086356932	NA	NA	Case3a	NA	69	33
Klebsiella.sp.._C.quasipneumoniae_pneumoniae_varicola_	Case	2a	-0.923895777307322	NA	NA	Case2a	NA	69	8
Klebsiella.sp.._C.quasipneumoniae_pneumoniae_varicola_	Case	3a	1.40414548426062	NA	NA	Case3a	NA	69	8
Lachnospiraceae.bacterium.1_4_56FAA	Case	2a	0.263911322849745	NA	NA	Case2a	NA	69	18
Lachnospiraceae.bacterium.1_4_56FAA	Case	3a	-0.327220587504168	NA	NA	Case3a	NA	69	18
